subtag	link-error	tag	link	source	id	splits	tag_description	comb.tag	comb.tag.freq	rom	ar	manual_check
a	0	440	4	loc	loc-49991	dev	SERIES STATEMENT/ADDED ENTRY--TITLE (R) [OBSOLETE] - Title (NR)	440a	594	Silsilat al-taqārīr al-qānūnīyah ;	سلسلة التقارير القانونية ؛	good
a	0	440	4	loc	loc-68531	dev	SERIES STATEMENT/ADDED ENTRY--TITLE (R) [OBSOLETE] - Title (NR)	440a	594	Dirāsāt adabīyah	دراسات أدبية	good
a	0	440	4	loc	loc-35421	dev	SERIES STATEMENT/ADDED ENTRY--TITLE (R) [OBSOLETE] - Title (NR)	440a	594	Manshūrāt Ittiḥād Kuttāb al-Maghrib	منشورات اتحاد كتاب المغرب	good
a	0	440	4	loc	loc-83511	dev	SERIES STATEMENT/ADDED ENTRY--TITLE (R) [OBSOLETE] - Title (NR)	440a	594	Maṭbūʻāt Markaz al-Handasah	مطبوعات مركز الهندسة	good
a	0	440	4	loc	loc-51961	dev	SERIES STATEMENT/ADDED ENTRY--TITLE (R) [OBSOLETE] - Title (NR)	440a	594	Silsilat al-qiṣṣah wa-al-masraḥīyah ;	سلسلة القصة والمسرحية ؛	good
a	0	440	4	loc	loc-31501	dev	SERIES STATEMENT/ADDED ENTRY--TITLE (R) [OBSOLETE] - Title (NR)	440a	594	Silsilat mashrūʻ "taṭwīr al-qawānīn";	سلسلة مشروع "تطوير القوانين" ؛	good
a	0	440	4	loc	loc-49311	dev	SERIES STATEMENT/ADDED ENTRY--TITLE (R) [OBSOLETE] - Title (NR)	440a	594	Miḥwar al-shiʻr	محور الشعر	good
a	0	440	4	loc	loc-31731	dev	SERIES STATEMENT/ADDED ENTRY--TITLE (R) [OBSOLETE] - Title (NR)	440a	594	Silsilat al-mawsūʻāt al-Islāmīyah al-mutakhaṣṣiṣah ;	سلسلة الموسوعات الإسلامية المتخصصة ؛	good
a	0	440	4	loc	loc-89911	dev	SERIES STATEMENT/ADDED ENTRY--TITLE (R) [OBSOLETE] - Title (NR)	440a	594	Silsilat marājiʻ	سلسلة مراجع	good
a	0	440	4	loc	loc-68031	dev	SERIES STATEMENT/ADDED ENTRY--TITLE (R) [OBSOLETE] - Title (NR)	440a	594	Fī al-thaqāfah wa-al-ḥarb	في الثقافة والحرب	good
a	0	440	4	loc	loc-62431	dev	SERIES STATEMENT/ADDED ENTRY--TITLE (R) [OBSOLETE] - Title (NR)	440a	594	Silsilat al-kutub al-naqdīyah ;	سلسلة الكتب النقدية ؛	good
a	0	440	4	loc	loc-13751	dev	SERIES STATEMENT/ADDED ENTRY--TITLE (R) [OBSOLETE] - Title (NR)	440a	594	Maṭbūʻāt al-Majmaʻ al-ʻIlmī al-ʻIrāqī.	‏مطبوعات المجمع العلمي العراقي.	good
a	0	440	4	loc	loc-21101	dev	SERIES STATEMENT/ADDED ENTRY--TITLE (R) [OBSOLETE] - Title (NR)	440a	594	Aʻlām min al-udabāʼ wa-al-shuʻarāʼ	اعلام من الأدباء والشعراء	good
a	0	440	4	loc	loc-14551	dev	SERIES STATEMENT/ADDED ENTRY--TITLE (R) [OBSOLETE] - Title (NR)	440a	594	Dirāsāt adabīyah	دراسات أدبية	good
a	0	440	4	loc	loc-80811	dev	SERIES STATEMENT/ADDED ENTRY--TITLE (R) [OBSOLETE] - Title (NR)	440a	594	Silsilat Dirāsāt al-tashghīl ;	سلسلة دراسات التشغيل ؛	good
a	0	440	4	loc	loc-34391	dev	SERIES STATEMENT/ADDED ENTRY--TITLE (R) [OBSOLETE] - Title (NR)	440a	594	Kitāb qaḍāyā ʻArabīyah	كتاب قضايا عربيية	good
												13
c	0	260	6	aco	aco-10413	dev	PUBLICATION, DISTRIBUTION, ETC. (IMPRINT) (R) - Date of publication, distribution, etc. (R)	260c	505	1403 [1982 or 1983]	1403 [1982 or 1983]	dates
c	0	260	6	loc	loc-61951	dev	PUBLICATION, DISTRIBUTION, ETC. (IMPRINT) (R) - Date of publication, distribution, etc. (R)	260c	505	1427 [2006 or 2007]	‏‪1427 [2006 or 2007]‬	dates
c	0	260	6	loc	loc-37421	dev	PUBLICATION, DISTRIBUTION, ETC. (IMPRINT) (R) - Date of publication, distribution, etc. (R)	260c	505	1431 [2009 or 2010]	1431 [2009 or 2010]‬	dates
c	0	260	6	loc	loc-79201	dev	PUBLICATION, DISTRIBUTION, ETC. (IMPRINT) (R) - Date of publication, distribution, etc. (R)	260c	505	1421 [2000 or 2001]	[2000 or 2001] 1421.	dates
c	0	260	6	loc	loc-63761	dev	PUBLICATION, DISTRIBUTION, ETC. (IMPRINT) (R) - Date of publication, distribution, etc. (R)	260c	505	1987-<1991   >	1987-<1991   >.	dates
c	0	260	6	loc	loc-71271	dev	PUBLICATION, DISTRIBUTION, ETC. (IMPRINT) (R) - Date of publication, distribution, etc. (R)	260c	505	1420 [1999 or 2000]	1420 [1999 or 2000].	dates
c	0	260	6	loc	loc-29471	dev	PUBLICATION, DISTRIBUTION, ETC. (IMPRINT) (R) - Date of publication, distribution, etc. (R)	260c	505	c2003.	c2003.	dates
c	0	260	6	loc	loc-89931	dev	PUBLICATION, DISTRIBUTION, ETC. (IMPRINT) (R) - Date of publication, distribution, etc. (R)	260c	505	c1993.	c1993.	dates
c	0	260	6	loc	loc-72301	dev	PUBLICATION, DISTRIBUTION, ETC. (IMPRINT) (R) - Date of publication, distribution, etc. (R)	260c	505	c1999.	‏‪c1999‬.	dates
c	0	260	6	loc	loc-13781	dev	PUBLICATION, DISTRIBUTION, ETC. (IMPRINT) (R) - Date of publication, distribution, etc. (R)	260c	505	2002-<2012>	2002-<2012>.	dates
c	0	260	6	loc	loc-16401	dev	PUBLICATION, DISTRIBUTION, ETC. (IMPRINT) (R) - Date of publication, distribution, etc. (R)	260c	505	1426 [2005 or 2006]	‏‪1426 [2005 or 2006]‬	dates
c	0	260	6	loc	loc-46581	dev	PUBLICATION, DISTRIBUTION, ETC. (IMPRINT) (R) - Date of publication, distribution, etc. (R)	260c	505	1980-<1984>	‏‪1980-<1984>‬	dates
c	0	260	6	loc	loc-60221	dev	PUBLICATION, DISTRIBUTION, ETC. (IMPRINT) (R) - Date of publication, distribution, etc. (R)	260c	505	2011-<2013>	‏‪2011-<2013>‬.	dates
c	0	260	6	loc	loc-20501	dev	PUBLICATION, DISTRIBUTION, ETC. (IMPRINT) (R) - Date of publication, distribution, etc. (R)	260c	505	1379-<[1963?]> [1960-1963?]	[1379-[1382?] [1960-1963?]	dates
c	0	260	6	loc	loc-80851	dev	PUBLICATION, DISTRIBUTION, ETC. (IMPRINT) (R) - Date of publication, distribution, etc. (R)	260c	505	1414 [1993 or 1994]	‏‪1414 [1993 or 1994]‬	dates
c	0	260	6	loc	loc-78371	dev	PUBLICATION, DISTRIBUTION, ETC. (IMPRINT) (R) - Date of publication, distribution, etc. (R)	260c	505	1422 [2001 or 2002]	1422 [2001 or 2002].	dates
c	0	260	6	loc	loc-50931	dev	PUBLICATION, DISTRIBUTION, ETC. (IMPRINT) (R) - Date of publication, distribution, etc. (R)	260c	505	c2001.	c2001.	dates
c	0	260	6	loc	loc-49381	dev	PUBLICATION, DISTRIBUTION, ETC. (IMPRINT) (R) - Date of publication, distribution, etc. (R)	260c	505	1999-<2000>	1999-<2000>	dates
c	0	260	6	loc	loc-73491	dev	PUBLICATION, DISTRIBUTION, ETC. (IMPRINT) (R) - Date of publication, distribution, etc. (R)	260c	505	1420 [1999 or 2000]	1420 [1999 or 2000].	dates
c	0	260	6	aco	aco-9213	dev	PUBLICATION, DISTRIBUTION, ETC. (IMPRINT) (R) - Date of publication, distribution, etc. (R)	260c	505	1322 [1904 or 1905]	1322 [1904 or 1905]	dates
												14
a	0	650	5	aco	aco-2493	dev	SUBJECT ADDED ENTRY--TOPICAL TERM (R) - Topical term or geographic name as entry element (NR)	650a	484	Islamic ethics.	الاخلاق الاسلامية.	tranlsation
a	0	650	5	aco	aco-453	dev	SUBJECT ADDED ENTRY--TOPICAL TERM (R) - Topical term or geographic name as entry element (NR)	650a	484	Prayer	الصلاة	tranlsation
a	0	650	5	aco	aco-2363	dev	SUBJECT ADDED ENTRY--TOPICAL TERM (R) - Topical term or geographic name as entry element (NR)	650a	484	Poets, Arab	الشعراء العرب	tranlsation
a	0	650	5	aco	aco-1873	dev	SUBJECT ADDED ENTRY--TOPICAL TERM (R) - Topical term or geographic name as entry element (NR)	650a	484	Labor laws and legislation	العمل، قوانين وتشريعات	tranlsation
a	0	650	5	aco	aco-1143	dev	SUBJECT ADDED ENTRY--TOPICAL TERM (R) - Topical term or geographic name as entry element (NR)	650a	484	Philosophers	الفلاسفة	tranlsation
a	0	650	5	aco	aco-563	dev	SUBJECT ADDED ENTRY--TOPICAL TERM (R) - Topical term or geographic name as entry element (NR)	650a	484	Criminal law	القانون الجنائي	tranlsation
a	0	650	5	aco	aco-853	dev	SUBJECT ADDED ENTRY--TOPICAL TERM (R) - Topical term or geographic name as entry element (NR)	650a	484	Building laws	قوانين البناء	tranlsation
a	0	650	5	aco	aco-2083	dev	SUBJECT ADDED ENTRY--TOPICAL TERM (R) - Topical term or geographic name as entry element (NR)	650a	484	Electric power production	الطاقة الكهربائية، انتاج	tranlsation
a	0	650	5	aco	aco-2143	dev	SUBJECT ADDED ENTRY--TOPICAL TERM (R) - Topical term or geographic name as entry element (NR)	650a	484	Philosophy, Modern.	الفلسفة الحديثة.	tranlsation
a	0	650	5	aco	aco-203	dev	SUBJECT ADDED ENTRY--TOPICAL TERM (R) - Topical term or geographic name as entry element (NR)	650a	484	Industries	الصناعات	tranlsation
a	0	650	5	aco	aco-183	dev	SUBJECT ADDED ENTRY--TOPICAL TERM (R) - Topical term or geographic name as entry element (NR)	650a	484	Devil	ابليس	tranlsation
a	0	650	5	aco	aco-2803	dev	SUBJECT ADDED ENTRY--TOPICAL TERM (R) - Topical term or geographic name as entry element (NR)	650a	484	Arabic language	اللغة العربية	tranlsation
a	0	650	5	aco	aco-2923	dev	SUBJECT ADDED ENTRY--TOPICAL TERM (R) - Topical term or geographic name as entry element (NR)	650a	484	Constitutions	الدساتير	tranlsation
a	0	650	5	aco	aco-3133	dev	SUBJECT ADDED ENTRY--TOPICAL TERM (R) - Topical term or geographic name as entry element (NR)	650a	484	Islamic ethics.	الاخلاق الاسلامية.	tranlsation
a	0	650	5	aco	aco-293	dev	SUBJECT ADDED ENTRY--TOPICAL TERM (R) - Topical term or geographic name as entry element (NR)	650a	484	Islamic philosophy	الفلسفة الاسلامية	tranlsation
a	0	650	5	aco	aco-1373	dev	SUBJECT ADDED ENTRY--TOPICAL TERM (R) - Topical term or geographic name as entry element (NR)	650a	484	Islamic renewal.	التجديد الاسلامي.	tranlsation
a	0	650	5	aco	aco-783	dev	SUBJECT ADDED ENTRY--TOPICAL TERM (R) - Topical term or geographic name as entry element (NR)	650a	484	Civilization, Arab.	الحضارة العربية.	tranlsation
a	0	650	5	aco	aco-2173	dev	SUBJECT ADDED ENTRY--TOPICAL TERM (R) - Topical term or geographic name as entry element (NR)	650a	484	Arabs and Islam	العرب والاسلام	tranlsation
a	0	650	5	aco	aco-2843	dev	SUBJECT ADDED ENTRY--TOPICAL TERM (R) - Topical term or geographic name as entry element (NR)	650a	484	Umayyad dynasty.	الأمويون.	tranlsation
a	0	650	5	aco	aco-2943	dev	SUBJECT ADDED ENTRY--TOPICAL TERM (R) - Topical term or geographic name as entry element (NR)	650a	484	Arabic poetry	الشعر العربي	tranlsation
												15
a	0	710	1	loc	loc-11771	dev	ADDED ENTRY--CORPORATE NAME (R) - Corporate name or jurisdiction name as entry element (NR)	710a	376	Majmaʻ al-Lughah al-ʻArabīyah (Cairo, Egypt).	مجمع اللغة العربية (Cairo, Egypt).	mixed
a	0	710	1	loc	loc-40501	dev	ADDED ENTRY--CORPORATE NAME (R) - Corporate name or jurisdiction name as entry element (NR)	710a	376	Maʻhad Abḥāth al-Siyāsāt al-Iqtiṣādīyah al-Filasṭīnī.	‏معهد أبحاث السياسات الاقتصادية الفلسطيني.	good
a	0	710	1	loc	loc-33561	dev	ADDED ENTRY--CORPORATE NAME (R) - Corporate name or jurisdiction name as entry element (NR)	710a	376	Markaz al-Quds lil-Iʻlām wa-al-Ittiṣāl.	مركز القدس للاعلام والاتصال.	good
a	0	710	1	loc	loc-64041	dev	ADDED ENTRY--CORPORATE NAME (R) - Corporate name or jurisdiction name as entry element (NR)	710a	376	Kitābkhānah-ʼi Majlis-i Shūrā-yi Millī (Iran).	‏کتابخانۀ مجلس شوراى ملى (ارن).‏	persian
a	0	710	1	loc	loc-47611	dev	ADDED ENTRY--CORPORATE NAME (R) - Corporate name or jurisdiction name as entry element (NR)	710a	376	Jāmiʻat al-Balamand.	جامعة البلمند.	good
a	0	710	1	loc	loc-35461	dev	ADDED ENTRY--CORPORATE NAME (R) - Corporate name or jurisdiction name as entry element (NR)	710a	376	Sudan.	سودان.	translation
a	0	710	1	loc	loc-43261	dev	ADDED ENTRY--CORPORATE NAME (R) - Corporate name or jurisdiction name as entry element (NR)	710a	376	Akādīmīyat al-Sādāt lil-ʻUlūm al-Idārīyah.	أكاديمية السادات للعلوم الادارية.	good
a	0	710	1	loc	loc-52091	dev	ADDED ENTRY--CORPORATE NAME (R) - Corporate name or jurisdiction name as entry element (NR)	710a	376	Lajnah al-ʻUlyā lil-Iḥtifāl bi-al-ʻĪd al-Alfī lil-Azhar.	‏لجنة العليا للإحتفال بالعيد الألفي للأزهر.	good
a	0	710	1	loc	loc-7891	dev	ADDED ENTRY--CORPORATE NAME (R) - Corporate name or jurisdiction name as entry element (NR)	710a	376	Egypt.	Egypt.	duplicate
a	0	710	1	loc	loc-69041	dev	ADDED ENTRY--CORPORATE NAME (R) - Corporate name or jurisdiction name as entry element (NR)	710a	376	Markaz al-Urdunī wa-al-Islāmī lil-Dirāsāt wa-al-Maʻlūmāt.	مركز الأردني والإسلامي للدراسات والمعلومات.	good
a	0	710	1	loc	loc-50181	dev	ADDED ENTRY--CORPORATE NAME (R) - Corporate name or jurisdiction name as entry element (NR)	710a	376	Nādī al-Adabī al-Thaqāfī (Jiddah, Saudi Arabia)	‏نادي الأدبي الثقافي (جدة، المملكة العربية السعودية)	mixed
a	0	710	1	aco	aco-583	dev	ADDED ENTRY--CORPORATE NAME (R) - Corporate name or jurisdiction name as entry element (NR)	710a	376	Instituto General Franco para la Investigación Hispano-Arabe.	مؤسسة الجنرال فرنكو للابحاث العربية-الاسبانية،	tranlsation
a	0	710	1	loc	loc-71551	dev	ADDED ENTRY--CORPORATE NAME (R) - Corporate name or jurisdiction name as entry element (NR)	710a	376	Markaz al-Qawmī lil-Buḥūth al-Ijtimāʻīyah wa-al-Jināʼīyah (Egypt)	مركز القومي للبحوث الاجتماعية والجنائية(Egypt) .	mixed
a	0	710	1	loc	loc-87821	dev	ADDED ENTRY--CORPORATE NAME (R) - Corporate name or jurisdiction name as entry element (NR)	710a	376	Kuwait.	كويت.	translation
a	0	710	1	loc	loc-53371	dev	ADDED ENTRY--CORPORATE NAME (R) - Corporate name or jurisdiction name as entry element (NR)	710a	376	Markaz Dirāsāt al-Waḥdah al-ʻArabīyah (Beirut, Lebanon)	مركز دراسات الوحدة العربية (بيروت، لبنان)	mixed
a	0	710	1	loc	loc-48831	dev	ADDED ENTRY--CORPORATE NAME (R) - Corporate name or jurisdiction name as entry element (NR)	710a	376	Maktab al-Dāʼim li-Tansīq al-Taʻrīb fī al-ʻĀlam al-ʻArabī.	مكتب الدائم لتنسيق التعريب في العالم العربي.	good
a	0	710	1	loc	loc-40121	dev	ADDED ENTRY--CORPORATE NAME (R) - Corporate name or jurisdiction name as entry element (NR)	710a	376	Markaz ʻAbd al-Karīm al-Mirghānī al-Thaqāfī.	‏مركز عبد الكريم المرغاني الثقافي.	good
a	0	710	1	loc	loc-45651	dev	ADDED ENTRY--CORPORATE NAME (R) - Corporate name or jurisdiction name as entry element (NR)	710a	376	Arab League Educational, Cultural, and Scientific Organization.	المنظمة العربية للتربية والثقافة والعلوم.	trnalsation
a	0	710	1	loc	loc-41801	dev	ADDED ENTRY--CORPORATE NAME (R) - Corporate name or jurisdiction name as entry element (NR)	710a	376	Muʼassasat Jūzif wa-Lūr Mughayzil (Beirut, Lebanon)	مؤسسة جوزيف و لور مغيزل (Beirut, Lebanon)	mixed
a	0	710	1	loc	loc-81991	dev	ADDED ENTRY--CORPORATE NAME (R) - Corporate name or jurisdiction name as entry element (NR)	710a	376	Majlis al-ʻArabī lil-Mawhūbīn wa-al-Mutafawwiqīn.	مجلس العربي للموهوبين والمتفوقين.	good
												16
e	0	100	0	aco	aco-663	dev	MAIN ENTRY--PERSONAL NAME (NR) - Relator term (R)	100e	355	author.	مؤلف.	translation
e	0	100	0	aco	aco-563	dev	MAIN ENTRY--PERSONAL NAME (NR) - Relator term (R)	100e	355	author.	مؤلف.	translation
e	0	100	0	aco	aco-2103	dev	MAIN ENTRY--PERSONAL NAME (NR) - Relator term (R)	100e	355	author.	مؤلف.	translation
e	0	100	0	aco	aco-323	dev	MAIN ENTRY--PERSONAL NAME (NR) - Relator term (R)	100e	355	author.	مؤلف.	translation
e	0	100	0	aco	aco-443	dev	MAIN ENTRY--PERSONAL NAME (NR) - Relator term (R)	100e	355	author.	مؤلف.	translation
e	0	100	0	aco	aco-673	dev	MAIN ENTRY--PERSONAL NAME (NR) - Relator term (R)	100e	355	author.	مؤلف.	translation
e	0	100	0	aco	aco-743	dev	MAIN ENTRY--PERSONAL NAME (NR) - Relator term (R)	100e	355	author.	مؤلف.	translation
e	0	100	0	aco	aco-1763	dev	MAIN ENTRY--PERSONAL NAME (NR) - Relator term (R)	100e	355	author.	مؤلف.	translation
e	0	100	0	aco	aco-283	dev	MAIN ENTRY--PERSONAL NAME (NR) - Relator term (R)	100e	355	author.	مؤلف.	translation
e	0	100	0	aco	aco-343	dev	MAIN ENTRY--PERSONAL NAME (NR) - Relator term (R)	100e	355	author.	مؤلف.	translation
e	0	100	0	aco	aco-4183	dev	MAIN ENTRY--PERSONAL NAME (NR) - Relator term (R)	100e	355	authoer.	author.	translation
e	0	100	0	aco	aco-1263	dev	MAIN ENTRY--PERSONAL NAME (NR) - Relator term (R)	100e	355	author.	مؤلف.	translation
e	0	100	0	aco	aco-883	dev	MAIN ENTRY--PERSONAL NAME (NR) - Relator term (R)	100e	355	author.	مؤلف.	translation
e	0	100	0	aco	aco-1053	dev	MAIN ENTRY--PERSONAL NAME (NR) - Relator term (R)	100e	355	author.	مؤلف.	translation
e	0	100	0	loc	loc-7351	dev	MAIN ENTRY--PERSONAL NAME (NR) - Relator term (R)	100e	355	author.	‏مؤلف.	translation
e	0	100	0	loc	loc-1991	dev	MAIN ENTRY--PERSONAL NAME (NR) - Relator term (R)	100e	355	author.	author.	translation
e	0	100	0	aco	aco-963	dev	MAIN ENTRY--PERSONAL NAME (NR) - Relator term (R)	100e	355	author.	مؤلف.	translation
e	0	100	0	aco	aco-133	dev	MAIN ENTRY--PERSONAL NAME (NR) - Relator term (R)	100e	355	author.	مؤلف.‪‪‪‪‪‪‪	translation
e	0	100	0	aco	aco-1633	dev	MAIN ENTRY--PERSONAL NAME (NR) - Relator term (R)	100e	355	author.	مؤلف.	translation
e	0	100	0	aco	aco-1533	dev	MAIN ENTRY--PERSONAL NAME (NR) - Relator term (R)	100e	355	author.	مؤلف.	translation
												17
a	0	300	0	aco	aco-483	dev	PHYSICAL DESCRIPTION (R) - Extent (R)	300a	338	online resource (h-f, 224 pages)	هـ-ف، 224 صفحة ؛	translation
a	0	300	0	aco	aco-3003	dev	PHYSICAL DESCRIPTION (R) - Extent (R)	300a	338	online resource (a-w, 123 pages)	أ-و، 123 صفحة ؛	translation
a	0	300	0	aco	aco-563	dev	PHYSICAL DESCRIPTION (R) - Extent (R)	300a	338	online resource (763 pages)	763 صفحة ؛	translation
a	0	300	0	aco	aco-1303	dev	PHYSICAL DESCRIPTION (R) - Extent (R)	300a	338	online resource (94 pages)	94 صفحة ؛	translation
a	0	300	0	aco	aco-2133	dev	PHYSICAL DESCRIPTION (R) - Extent (R)	300a	338	online resource (24 pages, 1 unnumbered leaf of plates) :	24 صفحة، 1 ورقة لوحات غير مرقمة :	translation
a	0	300	0	aco	aco-3233	dev	PHYSICAL DESCRIPTION (R) - Extent (R)	300a	338	online resource (459 pages)	459 صفحة ؛	translation
a	0	300	0	aco	aco-183	dev	PHYSICAL DESCRIPTION (R) - Extent (R)	300a	338	online resource (412 pages)	412 صفحة ؛	translation
a	0	300	0	aco	aco-2093	dev	PHYSICAL DESCRIPTION (R) - Extent (R)	300a	338	online resource (80 pages)	80 صفحة ؛	translation
a	0	300	0	aco	aco-2323	dev	PHYSICAL DESCRIPTION (R) - Extent (R)	300a	338	online resource (72 pages)	72 صفحة ؛	translation
a	0	300	0	aco	aco-63	dev	PHYSICAL DESCRIPTION (R) - Extent (R)	300a	338	online resource (12, 21 pages)	12، 21 صفحة ؛	translation
a	0	300	0	aco	aco-2063	dev	PHYSICAL DESCRIPTION (R) - Extent (R)	300a	338	online resource (94 pages)	94 صفحة ؛	translation
a	0	300	0	aco	aco-3063	dev	PHYSICAL DESCRIPTION (R) - Extent (R)	300a	338	online resource (112 pages) :	112 صفحة :‪‪‪‪‪‪‪	translation
a	0	300	0	aco	aco-833	dev	PHYSICAL DESCRIPTION (R) - Extent (R)	300a	338	online resource (b-ṭ, 370 pages)	ب-ط، 370 صفحة ؛	translation
a	0	300	0	aco	aco-533	dev	PHYSICAL DESCRIPTION (R) - Extent (R)	300a	338	online resource (125 pages) :	125 صفحة :	translation
a	0	300	0	aco	aco-1773	dev	PHYSICAL DESCRIPTION (R) - Extent (R)	300a	338	online resource (63 pages)	63 صفحة ؛	translation
a	0	300	0	aco	aco-1963	dev	PHYSICAL DESCRIPTION (R) - Extent (R)	300a	338	online resource (1 volume (339 pages)) :	1 جزء (339 صفحة) :	translation
a	0	300	0	aco	aco-103	dev	PHYSICAL DESCRIPTION (R) - Extent (R)	300a	338	online resource (77 pages)	77 صفحة ؛‪‪‪‪‪‪‪	translation
a	0	300	0	aco	aco-203	dev	PHYSICAL DESCRIPTION (R) - Extent (R)	300a	338	online resource (137, c-h pages, 48 unnumbered pages of plates) :	137، c-h، 48 صفحة لوحات غير مرقمة :	translation
a	0	300	0	aco	aco-583	dev	PHYSICAL DESCRIPTION (R) - Extent (R)	300a	338	online resource (2 volumes)	2 جزء ؛	translation
a	0	300	0	aco	aco-2123	dev	PHYSICAL DESCRIPTION (R) - Extent (R)	300a	338	online resource (295 pages, 3 unnumbered leaves of plates) :	295 صفحة، 3 ورقات لوحات غير مرقمة :	translation
												18
a	0	830	3	loc	loc-59611	dev	SERIES ADDED ENTRY--UNIFORM TITLE (R) - Uniform title (NR)	830a	332	Mashrūʻ jamʻ wa-ḥifẓ al-turāth al-shaʻbī ;	‏مشروع جمع و حفظ التراث الشعبي ؛ ;‏	good
a	0	830	3	loc	loc-19111	dev	SERIES ADDED ENTRY--UNIFORM TITLE (R) - Uniform title (NR)	830a	332	Dirāsāt qānūnīyah.	‏دراسات قانونية.‏	good
a	0	830	3	aco	aco-5823	dev	SERIES ADDED ENTRY--UNIFORM TITLE (R) - Uniform title (NR)	830a	332	Dhakhāʼir al-ʻArab ;	ذخائر العرب ؛	good
a	0	830	3	loc	loc-27441	dev	SERIES ADDED ENTRY--UNIFORM TITLE (R) - Uniform title (NR)	830a	332	Mashrūʻ 100 Risālah Jāmiʻīyah Sūrīyah ;	مشروع 100 رسالة جامعية سورية ؛ ;	good
a	0	830	3	loc	loc-61681	dev	SERIES ADDED ENTRY--UNIFORM TITLE (R) - Uniform title (NR)	830a	332	Silsilat al-mawsūʻāt al-Islāmīyah al-mutakhaṣṣiṣah ;	‏سلسلة الموسوعات الإسلامية المتخصصة ؛‏	good
a	0	830	3	aco	aco-3493	dev	SERIES ADDED ENTRY--UNIFORM TITLE (R) - Uniform title (NR)	830a	332	Jāmiʻat al-Amīrikīah fī Bayrūt. Manshūrāt Kullīyat al-ʻUlūm wa-al-Ādāb. Silsilat al-ʻulūm al-sharqīyah ;	جامعة الاميركية في بيروت. منشورات كلية العلوم والآداب. سلسلة العلوم الشرقية ؛	good
a	0	830	3	loc	loc-40431	dev	SERIES ADDED ENTRY--UNIFORM TITLE (R) - Uniform title (NR)	830a	332	Silsilat Shurūḥ al-ṭarīq ;	‏سلسلة شروح الطريق ؛‏	good
a	0	830	3	aco	aco-4973	dev	SERIES ADDED ENTRY--UNIFORM TITLE (R) - Uniform title (NR)	830a	332	Silsilat al-kutub al-ḥadīthah ;	سلسلة الكتب الحديثة ؛	good
a	0	830	3	loc	loc-40241	dev	SERIES ADDED ENTRY--UNIFORM TITLE (R) - Uniform title (NR)	830a	332	Min iṣdārāt Shabakat Nūr al-Islām ;	‏من اصدارات شبكة نور الاسلام ؛‏	good
a	0	830	3	loc	loc-61391	dev	SERIES ADDED ENTRY--UNIFORM TITLE (R) - Uniform title (NR)	830a	332	Dirāsāt (Amman, Jordan)	دراسات (عمان، الأردن)	good
a	0	830	3	loc	loc-35811	dev	SERIES ADDED ENTRY--UNIFORM TITLE (R) - Uniform title (NR)	830a	332	Khizānah al-lughawīyah.	‏خزانة اللغوية.	good
a	0	830	3	loc	loc-67371	dev	SERIES ADDED ENTRY--UNIFORM TITLE (R) - Uniform title (NR)	830a	332	Ibdāʻāt al-Thawrah.	ابداعات الثورة.	good
a	0	830	3	aco	aco-3763	dev	SERIES ADDED ENTRY--UNIFORM TITLE (R) - Uniform title (NR)	830a	332	Manshūrāt Jamāʻat ʻIlm al-Nafs al-Takāmulī.	منشورات جماعة عالم النفس التكاملي.	good
a	0	830	3	loc	loc-59771	dev	SERIES ADDED ENTRY--UNIFORM TITLE (R) - Uniform title (NR)	830a	332	Silsilah al-ṣūfīyah (Tunis, Tunisia)	سلسلة الصوفية (Tunis, Tunisia)	good
a	0	830	3	aco	aco-193	dev	SERIES ADDED ENTRY--UNIFORM TITLE (R) - Uniform title (NR)	830a	332	Nawābigh al-fikr al-ʻArabī ;	نوابغ الفكر العربي ؛	good
a	0	830	3	loc	loc-15921	dev	SERIES ADDED ENTRY--UNIFORM TITLE (R) - Uniform title (NR)	830a	332	Silsilat al-azyāʼ al-Sūdānīyah ;	سلسلة الازياء السودانية ؛	good
a	0	830	3	loc	loc-57491	dev	SERIES ADDED ENTRY--UNIFORM TITLE (R) - Uniform title (NR)	830a	332	Manshūrāt Ittiḥād Kuttāb al-Maghrib.	سلسلة ندوات.	good
a	0	830	3	loc	loc-3841	dev	SERIES ADDED ENTRY--UNIFORM TITLE (R) - Uniform title (NR)	830a	332	Silsilat Aʻlām fī al-dhākirah.	‏سلسلة أعلام في الذاكرة.	good
a	0	830	3	loc	loc-17251	dev	SERIES ADDED ENTRY--UNIFORM TITLE (R) - Uniform title (NR)	830a	332	Dirāsāt fī al-iʻlām.	‏دراسات في الإعلام.	good
a	0	830	3	loc	loc-20001	dev	SERIES ADDED ENTRY--UNIFORM TITLE (R) - Uniform title (NR)	830a	332	Silsilat al-rasāʼil al-jāmiʻīyah (Medina, Saudi Arabia) ;	سلسلة الرسائل الجامعية (Medina, Saudi Arabia) ؛	good
												19
a	0	240	4	aco	aco-7383	dev	UNIFORM TITLE (NR) - Uniform title (NR)	240a	257	Intiṣār	انتصار	good
a	0	240	4	umich	umich-591	dev	UNIFORM TITLE (NR) - Uniform title (NR)	240a	257	Mīmīyah	ميمية	good
a	0	240	4	loc	loc-82641	dev	UNIFORM TITLE (NR) - Uniform title (NR)	240a	257	Īmān	ايمان	good
a	0	240	4	aco	aco-3723	dev	UNIFORM TITLE (NR) - Uniform title (NR)	240a	257	ʻIqd al-farīd.	عقد الفريد.‪‪	good
